Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Brooklyn,Gender,Female,"2,002",5 year June,"10,253",6690,65.2,4119,40.2,61.6,1577,15.4,23.6,2542,24.8,38,2598,25.3,38.8,1174,11.5,1978,19.3,233,2.3,136,1.3
Brooklyn,Gender,Female,"2,001",5 year June,"9,849",6455,65.5,3682,37.4,57,1609,16.3,24.9,2073,21,32.1,2780,28.2,43.1,912,9.3,2177,22.1,265,2.7,28,0.3
Brooklyn,Gender,Female,"2,012",6 year June,"9,859",8302,84.2,7663,77.7,92.3,2060,20.9,24.8,5603,56.8,67.5,639,6.5,7.7,382,3.9,965,9.8,148,1.5,56,0.6
Brooklyn,Gender,Female,"2,011",6 year June,"9,837",8183,83.2,7683,78.1,93.9,1934,19.7,23.6,5749,58.4,70.3,500,5.1,6.1,391,4,1061,10.8,124,1.3,73,0.7
Brooklyn,Gender,Female,"2,010",6 year June,"9,966",8076,81,7576,76,93.8,1994,20,24.7,5582,56,69.1,500,5,6.2,466,4.7,1232,12.4,131,1.3,51,0.5
Brooklyn,Gender,Female,"2,009",6 year June,"10,486",8325,79.4,7845,74.8,94.2,2006,19.1,24.1,5839,55.7,70.1,480,4.6,5.8,566,5.4,1386,13.2,123,1.2,80,0.8
Brooklyn,Gender,Female,"2,008",6 year June,"10,561",8226,77.9,7820,74,95.1,2020,19.1,24.6,5800,54.9,70.5,406,3.8,4.9,532,5,1453,13.8,287,2.7,56,0.5
Brooklyn,Gender,Female,"2,007",6 year June,"10,702",8290,77.5,6794,63.5,82,1892,17.7,22.8,4902,45.8,59.1,1496,14,18,288,2.7,1792,16.7,228,2.1,100,0.9
Brooklyn,Gender,Female,"2,006",6 year June,"10,763",8324,77.3,6125,56.9,73.6,2074,19.3,24.9,4051,37.6,48.7,2199,20.4,26.4,282,2.6,1779,16.5,231,2.1,138,1.3
Brooklyn,Gender,Female,"2,005",6 year June,"10,936",8208,75.1,5646,51.6,68.8,1970,18,24,3676,33.6,44.8,2562,23.4,31.2,375,3.4,1921,17.6,250,2.3,172,1.6
Brooklyn,Gender,Female,"2,004",6 year June,"10,949",8129,74.2,5322,48.6,65.5,2073,18.9,25.5,3249,29.7,40,2807,25.6,34.5,530,4.8,1889,17.3,275,2.5,121,1.1
Brooklyn,Gender,Female,"2,003",6 year June,"10,464",7455,71.2,4656,44.5,62.5,1854,17.7,24.9,2802,26.8,37.6,2799,26.7,37.5,453,4.3,2122,20.3,249,2.4,173,1.7
Brooklyn,Gender,Female,"2,002",6 year June,"10,253",7010,68.4,4167,40.6,59.4,1577,15.4,22.5,2590,25.3,36.9,2870,28,40.9,546,5.3,2247,21.9,263,2.6,145,1.4
Brooklyn,Gender,Female,"2,001",6 year June,"9,849",6720,68.2,3720,37.8,55.4,1610,16.3,24,2110,21.4,31.4,3013,30.6,44.8,357,3.6,2440,24.8,292,3,28,0.3
Brooklyn,Gender,Male,"2,014",4 year August,"10,898",7900,72.5,7066,64.8,89.4,1927,17.7,24.4,5139,47.2,65.1,834,7.7,10.6,1970,18.1,873,8,56,0.5,96,0.9
Brooklyn,Gender,Male,"2,013",4 year August,"10,677",7421,69.5,6757,63.3,91.1,1865,17.5,25.1,4892,45.8,65.9,664,6.2,8.9,2134,20,941,8.8,79,0.7,90,0.8
Brooklyn,Gender,Male,"2,012",4 year August,"10,962",7453,68,6865,62.6,92.1,1769,16.1,23.7,5096,46.5,68.4,588,5.4,7.9,2355,21.5,986,9,70,0.6,84,0.8
Brooklyn,Gender,Male,"2,011",4 year August,"10,837",7180,66.3,6688,61.7,93.1,1855,17.1,25.8,4833,44.6,67.3,492,4.5,6.9,2411,22.2,1046,9.7,118,1.1,75,0.7
Brooklyn,Gender,Male,"2,010",4 year August,"11,019",7159,65,6594,59.8,92.1,1713,15.5,23.9,4881,44.3,68.2,565,5.1,7.9,2589,23.5,1086,9.9,103,0.9,67,0.6
Brooklyn,Gender,Male,"2,009",4 year August,"11,402",7045,61.8,6603,57.9,93.7,1690,14.8,24,4913,43.1,69.7,442,3.9,6.3,2800,24.6,1293,11.3,159,1.4,93,0.8
Brooklyn,Gender,Male,"2,008",4 year August,"11,595",7001,60.4,6580,56.7,94,1687,14.5,24.1,4893,42.2,69.9,421,3.6,6,2786,24,1494,12.9,184,1.6,112,1
Brooklyn,Gender,Male,"2,007",4 year August,"11,792",7011,59.5,5890,49.9,84,1698,14.4,24.2,4192,35.5,59.8,1121,9.5,16,2724,23.1,1643,13.9,158,1.3,232,2
Brooklyn,Gender,Male,"2,006",4 year August,"11,387",6559,57.6,5120,45,78.1,1699,14.9,25.9,3421,30,52.2,1439,12.6,21.9,2771,24.3,1561,13.7,211,1.9,280,2.5
Brooklyn,Gender,Male,"2,005",4 year August,"11,389",6232,54.7,4586,40.3,73.6,1718,15.1,27.6,2868,25.2,46,1646,14.5,26.4,3145,27.6,1546,13.6,238,2.1,228,2
Brooklyn,Gender,Male,"2,014",4 year June,"10,898",7423,68.1,6710,61.6,90.4,1911,17.5,25.7,4799,44,64.7,713,6.5,9.6,2446,22.4,873,8,57,0.5,96,0.9
Brooklyn,Gender,Male,"2,013",4 year June,"10,677",6977,65.3,6402,60,91.8,1846,17.3,26.5,4556,42.7,65.3,575,5.4,8.2,2577,24.1,941,8.8,80,0.7,90,0.8
Brooklyn,Gender,Male,"2,012",4 year June,"10,962",7030,64.1,6529,59.6,92.9,1754,16,25,4775,43.6,67.9,501,4.6,7.1,2777,25.3,986,9,71,0.6,84,0.8
Brooklyn,Gender,Male,"2,011",4 year June,"10,837",6704,61.9,6297,58.1,93.9,1832,16.9,27.3,4465,41.2,66.6,407,3.8,6.1,2884,26.6,1048,9.7,118,1.1,75,0.7
Brooklyn,Gender,Male,"2,010",4 year June,"11,019",6573,59.7,6094,55.3,92.7,1678,15.2,25.5,4416,40.1,67.2,479,4.3,7.3,3171,28.8,1086,9.9,106,1,67,0.6
Brooklyn,Gender,Male,"2,009",4 year June,"11,402",6395,56.1,6034,52.9,94.4,1665,14.6,26,4369,38.3,68.3,361,3.2,5.6,3436,30.1,1294,11.3,172,1.5,93,0.8
Brooklyn,Gender,Male,"2,008",4 year June,"11,595",6421,55.4,6069,52.3,94.5,1663,14.3,25.9,4406,38,68.6,352,3,5.5,3348,28.9,1503,13,193,1.7,112,1
Brooklyn,Gender,Male,"2,007",4 year June,"11,792",6415,54.4,5528,46.9,86.2,1671,14.2,26,3857,32.7,60.1,887,7.5,13.8,3290,27.9,1667,14.1,173,1.5,222,1.9
Brooklyn,Gender,Male,"2,006",4 year June,"11,387",6006,52.7,4822,42.3,80.3,1669,14.7,27.8,3153,27.7,52.5,1184,10.4,19.7,3317,29.1,1568,13.8,211,1.9,280,2.5
Brooklyn,Gender,Male,"2,005",4 year June,"11,389",5736,50.4,4339,38.1,75.6,1679,14.7,29.3,2660,23.4,46.4,1397,12.3,24.4,3641,32,1546,13.6,238,2.1,228,2
Brooklyn,Gender,Male,"2,004",4 year June,"11,435",5493,48,3967,34.7,72.2,1697,14.8,30.9,2270,19.9,41.3,1526,13.3,27.8,3756,32.8,1796,15.7,289,2.5,100,0.9
Brooklyn,Gender,Male,"2,003",4 year June,"10,853",4917,45.3,3409,31.4,69.3,1412,13,28.7,1997,18.4,40.6,1508,13.9,30.7,3763,34.7,1881,17.3,166,1.5,116,1.1
Brooklyn,Gender,Male,"2,002",4 year June,"10,555",4614,43.7,3189,30.2,69.1,1331,12.6,28.8,1858,17.6,40.3,1431,13.6,31,3541,33.5,1981,18.8,184,1.7,188,1.8
Brooklyn,Gender,Male,"2,001",4 year June,"10,112",4220,41.7,2722,26.9,64.5,1261,12.5,29.9,1461,14.4,34.6,1505,14.9,35.7,3445,34.1,2101,20.8,303,3,37,0.4
Brooklyn,Gender,Male,"2,013",5 year August,"10,575",7999,75.6,7119,67.3,89,1869,17.7,23.4,5250,49.6,65.6,880,8.3,11,969,9.2,1349,12.8,152,1.4,103,1
Brooklyn,Gender,Male,"2,012",5 year August,"10,916",8105,74.2,7337,67.2,90.5,1774,16.3,21.9,5563,51,68.6,768,7,9.5,1070,9.8,1431,13.1,186,1.7,106,1
Brooklyn,Gender,Male,"2,011",5 year August,"10,802",7849,72.7,7211,66.8,91.9,1863,17.2,23.7,5348,49.5,68.1,638,5.9,8.1,1083,10,1528,14.1,231,2.1,102,0.9
Brooklyn,Gender,Male,"2,010",5 year August,"10,934",7873,72,7147,65.4,90.8,1718,15.7,21.8,5429,49.7,69,726,6.6,9.2,1195,10.9,1586,14.5,178,1.6,82,0.7
Brooklyn,Gender,Male,"2,009",5 year August,"11,289",7799,69.1,7204,63.8,92.4,1696,15,21.7,5508,48.8,70.6,595,5.3,7.6,1362,12.1,1813,16.1,180,1.6,120,1.1
Brooklyn,Gender,Male,"2,008",5 year August,"11,462",7671,66.9,7125,62.2,92.9,1704,14.9,22.2,5421,47.3,70.7,546,4.8,7.1,1333,11.6,1970,17.2,345,3,120,1
Brooklyn,Gender,Male,"2,007",5 year August,"11,639",7744,66.5,6240,53.6,80.6,1708,14.7,22.1,4532,38.9,58.5,1504,12.9,19.4,846,7.3,2469,21.2,345,3,215,1.8
Brooklyn,Gender,Male,"2,006",5 year August,"11,492",7387,64.3,5453,47.5,73.8,1714,14.9,23.2,3739,32.5,50.6,1934,16.8,26.2,1071,9.3,2370,20.6,376,3.3,271,2.4
Brooklyn,Gender,Male,"2,013",5 year June,"10,575",7918,74.9,7077,66.9,89.4,1868,17.7,23.6,5209,49.3,65.8,841,8,10.6,1045,9.9,1352,12.8,154,1.5,103,1
Brooklyn,Gender,Male,"2,012",5 year June,"10,916",8001,73.3,7267,66.6,90.8,1774,16.3,22.2,5493,50.3,68.7,734,6.7,9.2,1170,10.7,1433,13.1,186,1.7,106,1
Brooklyn,Gender,Male,"2,011",5 year June,"10,802",7746,71.7,7131,66,92.1,1862,17.2,24,5269,48.8,68,615,5.7,7.9,1181,10.9,1531,14.2,232,2.1,102,0.9
Brooklyn,Gender,Male,"2,010",5 year June,"10,934",7771,71.1,7068,64.6,91,1718,15.7,22.1,5350,48.9,68.8,703,6.4,9,1294,11.8,1589,14.5,178,1.6,82,0.7
Brooklyn,Gender,Male,"2,009",5 year June,"11,289",7649,67.8,7083,62.7,92.6,1695,15,22.2,5388,47.7,70.4,566,5,7.4,1502,13.3,1818,16.1,185,1.6,120,1.1
Brooklyn,Gender,Male,"2,008",5 year June,"11,462",7540,65.8,7015,61.2,93,1698,14.8,22.5,5317,46.4,70.5,525,4.6,7,1453,12.7,1976,17.2,349,3,120,1
Brooklyn,Gender,Male,"2,007",5 year June,"11,639",7624,65.5,6184,53.1,81.1,1708,14.7,22.4,4476,38.5,58.7,1440,12.4,18.9,939,8.1,2494,21.4,347,3,215,1.8
Brooklyn,Gender,Male,"2,006",5 year June,"11,492",7248,63.1,5410,47.1,74.6,1714,14.9,23.6,3696,32.2,51,1838,16,25.4,1185,10.3,2401,20.9,376,3.3,266,2.3
Brooklyn,Gender,Male,"2,005",5 year June,"11,414",6996,61.3,4899,42.9,70,1754,15.4,25.1,3145,27.6,45,2097,18.4,30,1212,10.6,2464,21.6,395,3.5,332,2.9
Brooklyn,Gender,Male,"2,004",5 year June,"11,467",6664,58.1,4379,38.2,65.7,1727,15.1,25.9,2652,23.1,39.8,2285,19.9,34.3,1498,13.1,2483,21.7,424,3.7,394,3.4
Brooklyn,Gender,Male,"2,003",5 year June,"10,853",6092,56.1,3867,35.6,63.5,1467,13.5,24.1,2400,22.1,39.4,2225,20.5,36.5,1468,13.5,2746,25.3,370,3.4,167,1.5
Brooklyn,Gender,Male,"2,002",5 year June,"10,555",5686,53.9,3538,33.5,62.2,1388,13.2,24.4,2150,20.4,37.8,2188,20.7,38.5,1555,14.7,2727,25.8,351,3.3,189,1.8
Brooklyn,Gender,Male,"2,001",5 year June,"10,112",5260,52,2999,29.7,57,1307,12.9,24.8,1692,16.7,32.2,2272,22.5,43.2,1243,12.3,3093,30.6,458,4.5,37,0.4
Brooklyn,Gender,Male,"2,012",6 year June,"10,864",8312,76.5,7470,68.8,89.9,1774,16.3,21.3,5696,52.4,68.5,842,7.8,10.1,629,5.8,1590,14.6,201,1.9,112,1
Brooklyn,Gender,Male,"2,011",6 year June,"10,784",8086,75,7381,68.4,91.3,1862,17.3,23,5519,51.2,68.3,705,6.5,8.7,662,6.1,1675,15.5,247,2.3,105,1
Brooklyn,Gender,Male,"2,010",6 year June,"10,891",8124,74.6,7324,67.2,90.2,1719,15.8,21.2,5605,51.5,69,800,7.3,9.8,721,6.6,1744,16,200,1.8,83,0.8
Brooklyn,Gender,Male,"2,009",6 year June,"11,257",8105,72,7428,66,91.6,1697,15.1,20.9,5731,50.9,70.7,677,6,8.4,793,7,2025,18,192,1.7,121,1.1
Brooklyn,Gender,Male,"2,008",6 year June,"11,417",7918,69.4,7305,64,92.3,1704,14.9,21.5,5601,49.1,70.7,613,5.4,7.7,785,6.9,2110,18.5,457,4,122,1.1
Brooklyn,Gender,Male,"2,007",6 year June,"11,555",7974,69,6339,54.9,79.5,1709,14.8,21.4,4630,40.1,58.1,1635,14.1,20.5,500,4.3,2518,21.8,361,3.1,187,1.6
Brooklyn,Gender,Male,"2,006",6 year June,"11,276",7640,67.8,5542,49.1,72.5,1714,15.2,22.4,3828,33.9,50.1,2098,18.6,27.5,483,4.3,2474,21.9,401,3.6,261,2.3
Brooklyn,Gender,Male,"2,005",6 year June,"11,379",7400,65,5031,44.2,68,1755,15.4,23.7,3276,28.8,44.3,2369,20.8,32,599,5.3,2642,23.2,427,3.8,294,2.6
Brooklyn,Gender,Male,"2,004",6 year June,"11,448",7142,62.4,4514,39.4,63.2,1728,15.1,24.2,2786,24.3,39,2628,23,36.8,788,6.9,2833,24.7,427,3.7,237,2.1
Brooklyn,Gender,Male,"2,003",6 year June,"10,869",6459,59.4,3973,36.6,61.5,1469,13.5,22.7,2504,23,38.8,2486,22.9,38.5,698,6.4,3041,28,393,3.6,268,2.5
Brooklyn,Gender,Male,"2,002",6 year June,"10,555",6088,57.7,3624,34.3,59.5,1392,13.2,22.9,2232,21.1,36.7,2504,23.7,41.1,706,6.7,3112,29.5,404,3.8,198,1.9
Brooklyn,Gender,Male,"2,001",6 year June,"10,112",5568,55.1,3072,30.4,55.2,1317,13,23.7,1755,17.4,31.5,2519,24.9,45.2,550,5.4,3426,33.9,510,5,37,0.4
Brooklyn,Gender by Ethnicity,Female Asian,"2,014",4 year August,"1,644",1492,90.8,1468,89.3,98.4,961,58.5,64.4,507,30.8,34,24,1.5,1.6,107,6.5,41,2.5,3,0.2,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,013",4 year August,"1,624",1478,91,1447,89.1,97.9,942,58,63.7,505,31.1,34.2,31,1.9,2.1,100,6.2,40,2.5,3,0.2,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,012",4 year August,"1,587",1427,89.9,1408,88.7,98.7,902,56.8,63.2,506,31.9,35.5,19,1.2,1.3,111,7,41,2.6,4,0.3,4,0.3
Brooklyn,Gender by Ethnicity,Female Asian,"2,011",4 year August,"1,636",1445,88.3,1433,87.6,99.2,868,53.1,60.1,565,34.5,39.1,12,0.7,0.8,131,8,52,3.2,5,0.3,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,010",4 year August,"1,631",1398,85.7,1385,84.9,99.1,883,54.1,63.2,502,30.8,35.9,13,0.8,0.9,160,9.8,68,4.2,3,0.2,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,009",4 year August,"1,680",1431,85.2,1422,84.6,99.4,913,54.3,63.8,509,30.3,35.6,9,0.5,0.6,167,9.9,75,4.5,7,0.4,0,0
Brooklyn,Gender by Ethnicity,Female Asian,"2,008",4 year August,"1,595",1359,85.2,1349,84.6,99.3,854,53.5,62.8,495,31,36.4,10,0.6,0.7,166,10.4,64,4,4,0.3,2,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,007",4 year August,"1,420",1215,85.6,1160,81.7,95.5,741,52.2,61,419,29.5,34.5,55,3.9,4.5,129,9.1,69,4.9,4,0.3,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,006",4 year August,"1,421",1247,87.8,1176,82.8,94.3,782,55,62.7,394,27.7,31.6,71,5,5.7,102,7.2,61,4.3,5,0.4,6,0.4
Brooklyn,Gender by Ethnicity,Female Asian,"2,005",4 year August,"1,377",1129,82,1022,74.2,90.5,680,49.4,60.2,342,24.8,30.3,107,7.8,9.5,166,12.1,69,5,8,0.6,5,0.4
Brooklyn,Gender by Ethnicity,Female Asian,"2,014",4 year June,"1,644",1446,88,1430,87,98.9,952,57.9,65.8,478,29.1,33.1,16,1,1.1,153,9.3,41,2.5,3,0.2,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,013",4 year June,"1,624",1449,89.2,1422,87.6,98.1,940,57.9,64.9,482,29.7,33.3,27,1.7,1.9,129,7.9,40,2.5,3,0.2,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,012",4 year June,"1,587",1385,87.3,1369,86.3,98.8,898,56.6,64.8,471,29.7,34,16,1,1.2,152,9.6,41,2.6,5,0.3,4,0.3
Brooklyn,Gender by Ethnicity,Female Asian,"2,011",4 year June,"1,636",1402,85.7,1390,85,99.1,864,52.8,61.6,526,32.2,37.5,12,0.7,0.9,174,10.6,52,3.2,5,0.3,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,010",4 year June,"1,631",1352,82.9,1342,82.3,99.3,871,53.4,64.4,471,28.9,34.8,10,0.6,0.7,206,12.6,68,4.2,3,0.2,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,009",4 year June,"1,680",1365,81.3,1356,80.7,99.3,900,53.6,65.9,456,27.1,33.4,9,0.5,0.7,232,13.8,76,4.5,7,0.4,0,0
Brooklyn,Gender by Ethnicity,Female Asian,"2,008",4 year June,"1,595",1309,82.1,1300,81.5,99.3,845,53,64.6,455,28.5,34.8,9,0.6,0.7,216,13.5,64,4,4,0.3,2,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,007",4 year June,"1,420",1170,82.4,1127,79.4,96.3,731,51.5,62.5,396,27.9,33.8,43,3,3.7,173,12.2,69,4.9,5,0.4,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,006",4 year June,"1,421",1197,84.2,1137,80,95,771,54.3,64.4,366,25.8,30.6,60,4.2,5,151,10.6,62,4.4,5,0.4,6,0.4
Brooklyn,Gender by Ethnicity,Female Asian,"2,005",4 year June,"1,377",1085,78.8,991,72,91.3,675,49,62.2,316,22.9,29.1,94,6.8,8.7,210,15.3,69,5,8,0.6,5,0.4
Brooklyn,Gender by Ethnicity,Female Asian,"2,004",4 year June,"1,370",1108,80.9,1011,73.8,91.2,718,52.4,64.8,293,21.4,26.4,97,7.1,8.8,185,13.5,73,5.3,3,0.2,0,0
Brooklyn,Gender by Ethnicity,Female Asian,"2,003",4 year June,"1,234",956,77.5,856,69.4,89.5,603,48.9,63.1,253,20.5,26.5,100,8.1,10.5,186,15.1,87,7.1,2,0.2,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,002",4 year June,"1,245",901,72.4,789,63.4,87.6,538,43.2,59.7,251,20.2,27.9,112,9,12.4,227,18.2,104,8.4,4,0.3,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,001",4 year June,"1,135",807,71.1,681,60,84.4,501,44.1,62.1,180,15.9,22.3,127,11.2,15.7,216,19,104,9.2,6,0.5,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,013",5 year August,"1,623",1522,93.8,1484,91.4,97.5,945,58.2,62.1,539,33.2,35.4,38,2.3,2.5,38,2.3,52,3.2,8,0.5,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,012",5 year August,"1,584",1465,92.5,1443,91.1,98.5,902,56.9,61.6,541,34.2,36.9,22,1.4,1.5,34,2.1,69,4.4,12,0.8,4,0.3
Brooklyn,Gender by Ethnicity,Female Asian,"2,011",5 year August,"1,633",1490,91.2,1472,90.1,98.8,872,53.4,58.5,600,36.7,40.3,18,1.1,1.2,47,2.9,83,5.1,7,0.4,6,0.4
Brooklyn,Gender by Ethnicity,Female Asian,"2,010",5 year August,"1,624",1458,89.8,1437,88.5,98.6,888,54.7,60.9,549,33.8,37.7,21,1.3,1.4,61,3.8,94,5.8,8,0.5,2,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,009",5 year August,"1,685",1482,88,1468,87.1,99.1,919,54.5,62,549,32.6,37,14,0.8,0.9,77,4.6,118,7,7,0.4,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,008",5 year August,"1,585",1407,88.8,1395,88,99.1,858,54.1,61,537,33.9,38.2,12,0.8,0.9,81,5.1,85,5.4,10,0.6,2,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,007",5 year August,"1,413",1264,89.5,1193,84.4,94.4,745,52.7,58.9,448,31.7,35.4,71,5,5.6,38,2.7,92,6.5,11,0.8,7,0.5
Brooklyn,Gender by Ethnicity,Female Asian,"2,006",5 year August,"1,430",1292,90.3,1206,84.3,93.3,787,55,60.9,419,29.3,32.4,86,6,6.7,37,2.6,85,5.9,9,0.6,7,0.5
Brooklyn,Gender by Ethnicity,Female Asian,"2,013",5 year June,"1,623",1511,93.1,1474,90.8,97.6,945,58.2,62.5,529,32.6,35,37,2.3,2.4,47,2.9,54,3.3,8,0.5,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,012",5 year June,"1,584",1458,92,1437,90.7,98.6,902,56.9,61.9,535,33.8,36.7,21,1.3,1.4,40,2.5,70,4.4,12,0.8,4,0.3
Brooklyn,Gender by Ethnicity,Female Asian,"2,011",5 year June,"1,633",1482,90.8,1464,89.7,98.8,872,53.4,58.8,592,36.3,39.9,18,1.1,1.2,55,3.4,83,5.1,7,0.4,6,0.4
Brooklyn,Gender by Ethnicity,Female Asian,"2,010",5 year June,"1,624",1447,89.1,1427,87.9,98.6,887,54.6,61.3,540,33.3,37.3,20,1.2,1.4,71,4.4,95,5.8,8,0.5,2,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,009",5 year June,"1,685",1470,87.2,1456,86.4,99,919,54.5,62.5,537,31.9,36.5,14,0.8,1,89,5.3,118,7,7,0.4,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,008",5 year June,"1,585",1396,88.1,1385,87.4,99.2,858,54.1,61.5,527,33.2,37.8,11,0.7,0.8,90,5.7,87,5.5,10,0.6,2,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,007",5 year June,"1,413",1250,88.5,1186,83.9,94.9,745,52.7,59.6,441,31.2,35.3,64,4.5,5.1,48,3.4,94,6.7,13,0.9,7,0.5
Brooklyn,Gender by Ethnicity,Female Asian,"2,006",5 year June,"1,430",1286,89.9,1204,84.2,93.6,787,55,61.2,417,29.2,32.4,82,5.7,6.4,43,3,85,5.9,9,0.6,7,0.5
Brooklyn,Gender by Ethnicity,Female Asian,"2,005",5 year June,"1,385",1212,87.5,1080,78,89.1,691,49.9,57,389,28.1,32.1,132,9.5,10.9,43,3.1,105,7.6,16,1.2,9,0.6
Brooklyn,Gender by Ethnicity,Female Asian,"2,004",5 year June,"1,369",1204,87.9,1074,78.5,89.2,735,53.7,61,339,24.8,28.2,130,9.5,10.8,45,3.3,100,7.3,12,0.9,7,0.5
Brooklyn,Gender by Ethnicity,Female Asian,"2,003",5 year June,"1,234",1053,85.3,915,74.1,86.9,621,50.3,59,294,23.8,27.9,138,11.2,13.1,52,4.2,118,9.6,8,0.6,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,002",5 year June,"1,245",1020,81.9,838,67.3,82.2,557,44.7,54.6,281,22.6,27.5,183,14.7,17.9,68,5.5,139,11.2,8,0.6,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,001",5 year June,"1,135",906,79.8,732,64.5,80.8,516,45.5,57,216,19,23.8,175,15.4,19.3,64,5.6,151,13.3,11,1,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,012",6 year June,"1,583",1473,93.1,1448,91.5,98.3,902,57,61.2,546,34.5,37.1,25,1.6,1.7,23,1.5,70,4.4,12,0.8,4,0.3
Brooklyn,Gender by Ethnicity,Female Asian,"2,011",6 year June,"1,630",1498,91.9,1480,90.8,98.8,873,53.6,58.3,607,37.2,40.5,18,1.1,1.2,28,1.7,90,5.5,8,0.5,6,0.4
Brooklyn,Gender by Ethnicity,Female Asian,"2,010",6 year June,"1,619",1468,90.7,1447,89.4,98.6,888,54.8,60.5,559,34.5,38.1,21,1.3,1.4,37,2.3,101,6.2,9,0.6,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,009",6 year June,"1,680",1495,89,1478,88,98.9,919,54.7,61.5,559,33.3,37.4,17,1,1.1,56,3.3,121,7.2,7,0.4,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,008",6 year June,"1,586",1423,89.7,1409,88.8,99,858,54.1,60.3,551,34.7,38.7,14,0.9,1,45,2.8,95,6,20,1.3,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,007",6 year June,"1,413",1275,90.2,1201,85,94.2,745,52.7,58.4,456,32.3,35.8,74,5.2,5.8,21,1.5,94,6.7,15,1.1,7,0.5
Brooklyn,Gender by Ethnicity,Female Asian,"2,006",6 year June,"1,425",1304,91.5,1211,85,92.9,787,55.2,60.4,424,29.8,32.5,93,6.5,7.1,12,0.8,92,6.5,9,0.6,8,0.6
Brooklyn,Gender by Ethnicity,Female Asian,"2,005",6 year June,"1,381",1224,88.6,1087,78.7,88.8,691,50,56.5,396,28.7,32.4,137,9.9,11.2,18,1.3,113,8.2,17,1.2,9,0.7
Brooklyn,Gender by Ethnicity,Female Asian,"2,004",6 year June,"1,369",1225,89.5,1083,79.1,88.4,736,53.8,60.1,347,25.3,28.3,142,10.4,11.6,21,1.5,110,8,11,0.8,1,0.1
Brooklyn,Gender by Ethnicity,Female Asian,"2,003",6 year June,"1,226",1067,87,920,75,86.2,622,50.7,58.3,298,24.3,27.9,147,12,13.8,19,1.5,127,10.4,9,0.7,2,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,002",6 year June,"1,245",1046,84,846,68,80.9,557,44.7,53.3,289,23.2,27.6,201,16.1,19.2,25,2,155,12.4,9,0.7,3,0.2
Brooklyn,Gender by Ethnicity,Female Asian,"2,001",6 year June,"1,135",930,81.9,743,65.5,79.9,516,45.5,55.5,227,20,24.4,189,16.7,20.3,23,2,167,14.7,12,1.1,1,0.1
Brooklyn,Gender by Ethnicity,Female Black,"2,014",4 year August,"3,900",3083,79.1,2806,71.9,91,367,9.4,11.9,2439,62.5,79.1,277,7.1,9,554,14.2,214,5.5,26,0.7,23,0.6
Brooklyn,Gender by Ethnicity,Female Black,"2,013",4 year August,"3,993",3128,78.3,2867,71.8,91.7,399,10,12.8,2468,61.8,78.9,261,6.5,8.3,588,14.7,236,5.9,18,0.5,23,0.6
Brooklyn,Gender by Ethnicity,Female Black,"2,012",4 year August,"4,285",3250,75.8,3004,70.1,92.4,370,8.6,11.4,2634,61.5,81,246,5.7,7.6,712,16.6,256,6,34,0.8,28,0.7
